Application_Id,Parent_Application_Id,Process_Id,Payment_Status,Objection_Status,Manufactrer_Id,Created_On,Is_Service_Completed,Request_Id_Fk,Is_Service_Submitted,Application_To_Be_Received_By,Payment_Remarks,Payment_Status_Date,Payment_Status_By,Is_Payment_Required,Application_Status,Application_Status_Updated_By,Application_Status_Updated_On,Is_Output_Generated,Output_Generated_On,Output_File_Name,Output_BlobFileReference,Output_ContainerName,Amount,Is_District_Level,LicenseType,RejectionRemarks,EsewaApplication_Id,FinalOutput_FileName,FinalOutput_BlobReference,Is_data_MOved,Deleted_Esewa_Application_Id,ReceiptNo,PaymentAmount,PaymentDate,PaymentBy,date_difference
5674,5529,49,NULL,NULL,8608,34:33.9,0,2.02E+11,Submitted,1847561,NULL,NULL,NULL,Yes,NULL,NULL,34:33.9,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5675,3993,49,2,NULL,2074,34:45.9,1,2.02E+11,Submitted,1846401,NULL,28:39.0,2074,Yes,Approved,00:00.0,06:57.3,00:00.0,58:26.4,KARTAR SINGH 12-BH_ddd7db6e.jpg,2021/august/20210827/1846401_4eadfd83_8df1_40ac_8f31_b3b0b8e63fbf_dt_27082021_0109_11_331.jpg,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,15
5676,140,28,2,NULL,6442,13:27.5,1,2.02E+11,Submitted,1849196,NULL,23:31.4,6442,Yes,Approved,00:00.0,37:06.6,00:00.0,35:53.4,Deep Traders Wholesale Renewal signed copy_b322b7eb.pdf,2021/september/20210908/1849196_00df547a_63ec_4f23_afb0_ff07ed21220e_dt_08092021_0345_10_605.pdf,agricultercontainer,1500,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,27
5677,2922,51,NULL,NULL,4299,15:36.9,0,2.02E+11,Submitted,1846007,NULL,NULL,NULL,Yes,NULL,NULL,15:36.9,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5678,1039,51,2,NULL,6123,46:10.0,0,2.02E+11,Submitted,1849196,NULL,15:13.1,6123,Yes,Pending,00:00.0,03:48.4,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5679,9274,56,NULL,NULL,6891,39:58.2,0,NULL,NULL,1849736,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5680,711,51,2,NULL,7051,13:14.8,0,2.02E+11,Submitted,1846076,NULL,23:31.5,7051,Yes,Pending,00:00.0,33:46.0,NULL,NULL,NULL,NULL,NULL,100,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5681,2289,51,2,NULL,5187,00:07.9,1,2.02E+11,Submitted,1848671,NULL,25:47.7,5187,Yes,Approved,00:00.0,57:32.3,00:00.0,43:52.0,Mohinder seed store 449_fc40eda8.pdf,2021/september/20210910/1848671_50122ee6_7b0a_4d30_a4e9_94800805ebde_dt_10092021_0152_59_155.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,0
5682,9093,51,2,NULL,967,52:04.1,1,2.02E+11,Submitted,1846001,NULL,12:40.4,967,Yes,Approved,00:00.0,58:47.9,00:00.0,17:20.0,Boparai Fertilizer_compressed_55bbf31b.pdf,2021/september/20210901/1846001_b37c891d_20ec_4242_b185_841d8b2b2986_dt_01092021_1027_29_214.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,12
5683,8426,51,1,NULL,5665,49:35.6,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Pending,00:00.0,35:12.4,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5684,9284,35,NULL,NULL,19491,56:06.5,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5685,2472,51,2,NULL,5454,03:33.5,1,2.02E+11,Submitted,1847592,NULL,49:00.4,5454,Yes,Approved,00:00.0,30:08.4,00:00.0,21:16.0,gupta_b73ca51b.pdf,2021/august/20210817/1847592_6c0d4742_8f24_4675_b2f7_83e97f4c836b_dt_17082021_0221_16_491.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,5
5686,9312,35,2,NULL,2683,12:03.4,1,2.02E+11,Submitted,NULL,NULL,50:48.6,2683,Yes,Approved,00:00.0,55:46.3,00:00.0,33:09.3,WhatsApp Image 2021-08-31 at 1.25.20 PM_e7a576ea.jpeg,2021/august/20210831/2050575_fbfa7fa9_c521_455a_b752_33dbe26fb56f_dt_31082021_0143_25_721.jpg,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,19
5687,9314,35,2,NULL,19530,36:43.4,1,2.02E+11,Submitted,NULL,NULL,29:11.1,19530,Yes,Approved,00:00.0,34:05.8,00:00.0,25:05.5,ਸਿੰਘ ਟਰੇਡਰਸ_34237a9d.pdf,2021/september/20210901/1847592_9e3c49e2_405f_40a0_a2b4_f8d33717a264_dt_01092021_1035_14_429.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,8
5688,9315,35,1,NULL,8939,34:01.1,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Pending,00:00.0,20:03.3,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5689,3003,51,2,NULL,12282,27:27.9,0,2.02E+11,Submitted,1846007,NULL,29:01.6,12282,Yes,Pending,00:00.0,30:26.1,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5690,59,27,NULL,NULL,502,48:36.7,0,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,NULL,NULL,48:36.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5691,3276,49,2,NULL,2746,57:23.8,1,2.02E+11,Submitted,2050575,NULL,20:50.7,2746,Yes,Approved,00:00.0,00:52.4,00:00.0,30:31.0,DocScanner 1 September 2021 10.28 AM_e3d949c9.pdf,2021/september/20210901/2050575_de2e8c00_6453_4313_9de4_0105eb5b15f5_dt_01092021_1040_40_136.pdf,agricultercontainer,100,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,15
5692,3619,51,2,NULL,12497,29:10.0,0,2.02E+11,Submitted,1846884,NULL,38:14.3,12497,Yes,Pending,00:00.0,43:48.9,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5693,2284,51,NULL,NULL,5194,25:05.0,1,2.02E+11,Submitted,1848671,NULL,NULL,NULL,Yes,Rejected,NULL,04:33.6,NULL,NULL,NULL,NULL,NULL,NULL,1,2,INVALID PRODUCT ATTACHED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5694,9316,35,2,NULL,2661,14:00.4,1,2.02E+11,Submitted,NULL,NULL,52:16.0,2661,Yes,Approved,00:00.0,59:24.2,00:00.0,34:30.7,WhatsApp Image 2021-08-31 at 1.24.50 PM_428d4aac.jpeg,2021/august/20210831/2050575_3777d8ab_0432_4df0_affa_693fbf17346d_dt_31082021_0144_47_179.jpg,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,19
5695,44,27,NULL,NULL,433,14:22.4,0,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,Objection,NULL,14:22.4,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5696,4271,51,2,NULL,2265,18:11.4,0,2.02E+11,Submitted,1846401,NULL,09:10.3,2265,Yes,Pending,00:00.0,09:35.4,NULL,NULL,NULL,NULL,NULL,50,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5697,240,39,NULL,NULL,494,55:51.6,1,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,Rejected,NULL,31:13.9,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,resolve issue,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5698,3276,36,2,NULL,2746,41:36.6,1,2.02E+11,Submitted,2050575,NULL,25:08.7,2746,Yes,Approved,00:00.0,00:21.0,00:00.0,29:06.7,DocScanner 1 September 2021 10.28 AM_3e9cda39.pdf,2021/september/20210901/2050575_5616d5f4_679f_4c2f_9a38_c5fe54cd581e_dt_01092021_1039_15_866.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,20
5699,3276,51,2,NULL,2746,42:26.0,1,2.02E+11,Submitted,2050575,NULL,21:48.6,2746,Yes,Approved,00:00.0,00:32.6,00:00.0,30:09.5,DocScanner 1 September 2021 10.28 AM_0f862daa.pdf,2021/september/20210901/2050575_f9483b96_08d9_410b_b359_6398a881357a_dt_01092021_1040_18_652.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,20
5700,5847,51,1,NULL,13182,55:11.0,0,2.02E+11,Submitted,1847589,NULL,NULL,NULL,Yes,Pending,00:00.0,55:19.4,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5701,3128,51,NULL,NULL,12316,08:20.6,0,2.02E+11,Submitted,1846007,NULL,NULL,NULL,Yes,NULL,NULL,08:20.6,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5702,7534,52,2,NULL,11384,32:14.7,1,2.02E+11,Submitted,1846544,NULL,54:48.7,11384,Yes,Approved,00:00.0,32:30.9,00:00.0,48:02.4,Chabra fert wholesale _63b32f0f.pdf,2021/august/20210825/1846544_027e84cd_ff54_408b_aa60_37ac59c99a94_dt_25082021_0359_02_286.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7
5703,2806,36,2,NULL,11296,35:22.8,1,2.02E+11,Submitted,1846046,NULL,04:29.7,11296,Yes,Approved,00:00.0,05:28.0,00:00.0,58:07.9,CamScanner 08-28-2021 10.48.02 (1)_eb5f9f80.pdf,2021/august/20210828/1846046_83df6fa4_04d1_4d60_86eb_348f19ed4373_dt_28082021_1108_47_845.pdf,agricultercontainer,1050,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,16
5704,190,39,2,NULL,504,37:13.9,0,2.02E+11,Submitted,1846468,NULL,46:52.1,504,Yes,Pending,00:00.0,54:20.3,NULL,NULL,NULL,NULL,NULL,100,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5705,9123,51,2,NULL,18921,18:30.3,1,2.02E+11,Submitted,2050575,NULL,58:47.5,18921,Yes,Approved,00:00.0,00:42.0,00:00.0,32:27.2,zimidar kheti store (1)_a395fb8b.pdf,2021/august/20210831/2050575_02e6ca1f_7736_4895_80fa_b3780c19a6c7_dt_31082021_0142_43_547.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,19
5706,1378,51,NULL,NULL,5798,58:08.1,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Objection,NULL,58:08.1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5707,9320,35,2,NULL,19535,29:29.3,0,2.02E+11,Submitted,NULL,NULL,45:43.4,19535,Yes,Pending,00:00.0,04:02.9,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5708,4898,51,NULL,NULL,1003,29:55.4,0,NULL,NULL,1846001,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5709,7907,52,2,NULL,5143,52:36.6,1,2.02E+11,Submitted,1848671,NULL,18:01.0,5143,Yes,Approved,00:00.0,02:11.4,00:00.0,37:37.0,mayank khad store 484 wholesale_2fabfb30.pdf,2021/august/20210825/1848671_d5bdff39_f980_4398_b26d_35d1ffe01115_dt_25082021_0148_36_895.pdf,agricultercontainer,100,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,7
5710,3085,51,2,NULL,3674,28:38.5,1,2.02E+11,Submitted,1846007,NULL,31:29.7,3674,Yes,Approved,00:00.0,36:27.0,00:00.0,04:42.7,lehri_e5ab71ff.pdf,2021/august/20210819/1846007_479e322a_8451_46b6_9d8b_7867f0ffce48_dt_19082021_1104_45_562.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,6
5711,7255,51,NULL,NULL,3724,43:48.9,0,2.02E+11,Submitted,1846007,NULL,NULL,NULL,Yes,NULL,NULL,43:48.9,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5712,1510,51,1,NULL,5714,53:30.8,0,2.02E+11,Submitted,1849201,NULL,NULL,NULL,Yes,Pending,00:00.0,36:20.2,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5713,7709,51,2,NULL,15102,48:23.7,0,2.02E+11,Submitted,1849196,NULL,59:41.2,15102,Yes,Pending,00:00.0,28:49.7,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5714,8844,36,NULL,NULL,6270,48:21.0,0,2.02E+11,Submitted,1849196,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5715,2742,51,2,NULL,12196,00:04.5,1,2.02E+11,Submitted,1846046,NULL,34:31.1,12196,Yes,Approved,00:00.0,34:48.8,00:00.0,48:57.2,CamScanner 08-28-2021 10.27.54_597c4f78.pdf,2021/august/20210828/1846046_21a2de9b_fa1d_4dcf_9529_d7a3aba15c9f_dt_28082021_1059_37_053.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,15
5716,202,28,2,NULL,11252,06:29.6,1,2.02E+11,Submitted,1849201,NULL,20:50.4,11252,Yes,Approved,00:00.0,59:11.1,00:00.0,50:57.7,Ashok fertilizers store(3)_4d51f7ab.pdf,2021/september/20210906/1849201_130a93b1_ea9b_433e_87da_fdc6090a91c1_dt_06092021_0300_32_214.pdf,agricultercontainer,1500,1,1,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,24
5717,2294,51,NULL,NULL,5193,25:39.2,1,2.02E+11,Submitted,1848671,NULL,NULL,NULL,Yes,Rejected,NULL,04:59.6,NULL,NULL,NULL,NULL,NULL,NULL,1,2,PUNJAB KHAD STORE INDIA O FORM NOT ATTACHED,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5718,2507,51,2,NULL,4533,22:57.4,0,2.02E+11,Submitted,1847592,NULL,08:41.3,4533,Yes,Pending,00:00.0,24:05.4,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5719,2987,36,2,NULL,4197,25:41.9,1,2.02E+11,Submitted,1846007,NULL,32:01.1,4197,Yes,Approved,00:00.0,34:24.9,00:00.0,05:44.6,new sran_16b68d8f.pdf,2021/august/20210819/1846007_42e43663_5b05_41e7_aec2_11aef9ce8168_dt_19082021_1105_47_413.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,6
5720,4305,51,NULL,NULL,3138,26:06.7,0,NULL,NULL,1846242,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5721,2489,51,2,NULL,12105,42:35.4,1,2.02E+11,Submitted,1847592,NULL,49:14.5,12105,Yes,Approved,00:00.0,51:28.7,00:00.0,27:28.1,rajeev_ed78af9d.pdf,2021/august/20210817/1847592_0a0c1cfc_cadd_45a9_8f7c_069a0c2de579_dt_17082021_0227_28_481.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,4
5722,3028,36,2,NULL,4358,51:49.6,1,2.02E+11,Submitted,1846007,NULL,58:42.1,4358,Yes,Approved,00:00.0,02:07.5,00:00.0,07:05.5,zimidara kheti sewa centre_b542290e.pdf,2021/august/20210819/1846007_4bef5e81_dd9a_4354_9510_3aabdc355b06_dt_19082021_1107_08_487.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,6
5723,9299,36,9,NULL,3704,04:59.1,0,2.02E+11,Submitted,1846007,NULL,53:47.8,3704,Yes,Pending,00:00.0,06:30.1,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5724,4356,51,NULL,NULL,3178,16:11.1,0,NULL,NULL,1846242,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5725,3161,36,2,NULL,3787,17:23.9,1,2.02E+11,Submitted,1846007,NULL,24:56.7,3787,Yes,Approved,00:00.0,29:18.5,00:00.0,12:52.8,new punjab khetiwari_68b115ac.pdf,2021/august/20210819/1846007_85ee0cbc_e78d_4ea3_ab4b_9700343ce1a7_dt_19082021_1112_55_830.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,6
5726,3130,36,2,NULL,3419,56:14.4,1,2.02E+11,Submitted,1846007,NULL,22:11.9,3419,Yes,Approved,00:00.0,22:29.0,00:00.0,12:16.5,raj kumar_41307fa2.pdf,2021/august/20210819/1846007_3e61a512_a90e_41cc_9172_c1607f22586f_dt_19082021_1112_19_457.pdf,agricultercontainer,1000,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,6
5727,9323,35,NULL,NULL,19543,01:56.3,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5728,190,52,2,NULL,6390,01:53.0,0,2.02E+11,Submitted,1849196,NULL,53:54.7,504,Yes,Pending,00:00.0,40:10.6,NULL,NULL,NULL,NULL,NULL,50,1,1,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5729,1263,51,NULL,NULL,6390,51:32.1,0,2.02E+11,Submitted,1849196,NULL,NULL,NULL,Yes,Objection,NULL,51:32.1,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5730,246,38,NULL,NULL,637,20:41.7,0,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,Objection,NULL,20:41.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5731,9327,35,NULL,NULL,3351,36:53.8,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5732,1021,36,2,NULL,11528,46:15.3,0,2.02E+11,Submitted,1849196,NULL,01:20.0,11528,Yes,Pending,00:00.0,01:59.0,NULL,NULL,NULL,NULL,NULL,1000,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5733,9331,35,2,NULL,19537,10:00.1,1,2.02E+11,Submitted,NULL,NULL,42:41.5,19537,Yes,Approved,00:00.0,46:27.7,00:00.0,24:00.2,ਸੇਖੋਂ ਖਾਦ ਸਟੋਰ_ab9c3fe2.pdf,2021/september/20210901/1847592_2073d6c6_33db_4829_84a4_9d434eda0cba_dt_01092021_1034_09_571.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,19
5734,1226,36,2,NULL,6405,25:40.7,0,2.02E+11,Submitted,1849196,NULL,50:15.7,6405,Yes,Pending,00:00.0,31:21.5,NULL,NULL,NULL,NULL,NULL,1050,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5735,9329,35,NULL,NULL,13860,21:24.7,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5736,6675,51,NULL,NULL,7771,19:05.7,0,2.02E+11,Submitted,1849736,NULL,NULL,NULL,Yes,Objection,NULL,19:05.7,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5737,7773,51,2,NULL,15206,51:34.7,1,2.02E+11,Submitted,1849736,NULL,00:38.6,15206,Yes,Approved,00:00.0,02:31.8,00:00.0,05:30.5,Baba jogi peer pesticides_66935f97.pdf,2021/september/20210906/1849736_23a90770_9884_4532_b905_9a725edcdfe8_dt_06092021_0315_05_035.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,22
5738,9326,36,2,NULL,2069,07:52.5,0,2.02E+11,Submitted,1846401,NULL,35:46.2,2069,Yes,Pending,00:00.0,43:13.5,NULL,NULL,NULL,NULL,NULL,1200,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,NULL
5739,8,39,2,NULL,19065,21:06.2,1,2.02E+11,Submitted,1846468,NULL,23:29.8,19065,Yes,Approved,00:00.0,04:32.4,00:00.0,51:14.4,Ms Advocate pesticides_eefea598.pdf,2021/august/20210831/1846468_d802f226_9d5b_40b7_b0a3_99441cb0fb7d_dt_31082021_1001_30_698.pdf,agricultercontainer,100,NULL,NULL,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,17
5740,4049,51,1,NULL,2556,13:50.6,0,2.02E+11,Submitted,1846401,NULL,NULL,NULL,Yes,Pending,00:00.0,57:14.7,NULL,NULL,NULL,NULL,NULL,50,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5741,323,18,NULL,NULL,557,42:14.7,0,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,Objection,NULL,42:14.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5742,9332,35,NULL,NULL,19547,19:52.1,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5743,2151,51,2,NULL,5336,01:14.0,1,2.02E+11,Submitted,1848671,NULL,40:21.5,5336,Yes,Approved,00:00.0,39:01.5,00:00.0,15:27.2,harjit seed saila khurd 471_5e972581.pdf,2021/september/20210908/1848671_f14e91d9_c3cf_4f13_a12f_d184fdf40609_dt_08092021_0924_49_237.pdf,agricultercontainer,25,1,2,NULL,NULL,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,18
5744,9334,35,2,NULL,19549,53:59.7,1,2.02E+11,Submitted,NULL,NULL,20:29.9,19549,Yes,Approved,00:00.0,12:45.4,00:00.0,50:15.5,License 08-23-2021 (1)_e40b908d.pdf,2021/august/20210826/1848495_9ceb3828_9e2c_4e2f_b8e1_6171e1d55afc_dt_26082021_0901_10_318.pdf,agricultercontainer,1000,1,2,NULL,0,NULL,NULL,1,NULL,NULL,NULL,NULL,NULL,13
5745,9213,51,1,NULL,13550,13:54.7,0,2.02E+11,Submitted,1846046,NULL,NULL,NULL,Yes,Pending,00:00.0,21:14.1,NULL,NULL,NULL,NULL,NULL,25,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5746,6005,36,NULL,NULL,9466,26:36.8,0,2.02E+11,Submitted,1847563,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5747,9336,35,NULL,NULL,19551,10:01.3,0,2.02E+11,Submitted,NULL,NULL,NULL,NULL,Yes,Objection,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5748,9309,35,NULL,NULL,19521,44:45.0,0,NULL,Submitted,NULL,NULL,NULL,NULL,Yes,Pending,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,0,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5749,1839,36,NULL,NULL,4917,50:48.8,0,2.02E+11,Submitted,1846206,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5750,8931,51,NULL,NULL,15375,43:33.2,0,NULL,NULL,1849736,NULL,NULL,NULL,Yes,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5751,212,18,NULL,NULL,546,07:16.7,0,2.02E+11,Submitted,1846468,NULL,NULL,NULL,Yes,Objection,NULL,07:16.7,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5752,8940,36,1,NULL,15380,09:39.8,0,2.02E+11,Submitted,1849736,NULL,NULL,NULL,Yes,Pending,00:00.0,56:04.3,NULL,NULL,NULL,NULL,NULL,1050,1,2,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
